Question Title,Difficulty,URL,Total Accepted,Total Submissions,Paid Only
Longest Arithmetic Subsequence,Medium,https://leetcode.com/problems/longest-arithmetic-subsequence/,192485,389790,No
Divisor Game,Easy,https://leetcode.com/problems/divisor-game/,308432,440524,No
Video Stitching,Medium,https://leetcode.com/problems/video-stitching/,76517,147687,No
Camelcase Matching,Medium,https://leetcode.com/problems/camelcase-matching/,55643,87738,No
Sum of Root To Leaf Binary Numbers,Easy,https://leetcode.com/problems/sum-of-root-to-leaf-binary-numbers/,230235,314005,No
Remove Outermost Parentheses,Easy,https://leetcode.com/problems/remove-outermost-parentheses/,453409,532782,No
Number of Enclaves,Medium,https://leetcode.com/problems/number-of-enclaves/,296386,422638,No
Next Greater Node In Linked List,Medium,https://leetcode.com/problems/next-greater-node-in-linked-list/,182731,294990,No
Binary Prefix Divisible By 5,Easy,https://leetcode.com/problems/binary-prefix-divisible-by-5/,63534,135458,No
Convert to Base -2,Medium,https://leetcode.com/problems/convert-to-base-2/,31859,52137,No
Binary String With Substrings Representing 1 To N,Medium,https://leetcode.com/problems/binary-string-with-substrings-representing-1-to-n/,42540,73515,No
Smallest Integer Divisible by K,Medium,https://leetcode.com/problems/smallest-integer-divisible-by-k/,66493,142962,No
Best Sightseeing Pair,Medium,https://leetcode.com/problems/best-sightseeing-pair/,205020,327453,No
Partition Array Into Three Parts With Equal Sum,Easy,https://leetcode.com/problems/partition-array-into-three-parts-with-equal-sum/,107738,256619,No
Lexicographically Smallest Equivalent String,Medium,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/,87349,114086,No
Numbers With Repeated Digits,Hard,https://leetcode.com/problems/numbers-with-repeated-digits/,19735,46024,No
Capacity To Ship Packages Within D Days,Medium,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/,529332,739564,No
Pairs of Songs With Total Durations Divisible by 60,Medium,https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/,302328,568496,No
Complement of Base 10 Integer,Easy,https://leetcode.com/problems/complement-of-base-10-integer/,286820,472145,No
Construct Binary Search Tree from Preorder Traversal,Medium,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,437108,526424,No
Minimum Domino Rotations For Equal Row,Medium,https://leetcode.com/problems/minimum-domino-rotations-for-equal-row/,213487,408303,No
Clumsy Factorial,Medium,https://leetcode.com/problems/clumsy-factorial/,37961,64521,No
Maximize Sum Of Array After K Negations,Easy,https://leetcode.com/problems/maximize-sum-of-array-after-k-negations/,109761,210813,No
Max Consecutive Ones III,Medium,https://leetcode.com/problems/max-consecutive-ones-iii/,922483,1409790,No
Check If Word Is Valid After Substitutions,Medium,https://leetcode.com/problems/check-if-word-is-valid-after-substitutions/,73657,122880,No
Find Common Characters,Easy,https://leetcode.com/problems/find-common-characters/,389989,523399,No
Grid Illumination,Hard,https://leetcode.com/problems/grid-illumination/,23750,62875,No
Minimum Cost to Merge Stones,Hard,https://leetcode.com/problems/minimum-cost-to-merge-stones/,44532,101037,No
Available Captures for Rook,Easy,https://leetcode.com/problems/available-captures-for-rook/,76045,108458,No
Maximum Binary Tree II,Medium,https://leetcode.com/problems/maximum-binary-tree-ii/,40559,58874,No
Find the Town Judge,Easy,https://leetcode.com/problems/find-the-town-judge/,655893,1314231,No
Number of Squareful Arrays,Hard,https://leetcode.com/problems/number-of-squareful-arrays/,43983,87271,No
Minimum Number of K Consecutive Bit Flips,Hard,https://leetcode.com/problems/minimum-number-of-k-consecutive-bit-flips/,132285,212869,No
Rotting Oranges,Medium,https://leetcode.com/problems/rotting-oranges/,1175044,2093570,No
Cousins in Binary Tree,Easy,https://leetcode.com/problems/cousins-in-binary-tree/,314226,543381,No
Subarrays with K Different Integers,Hard,https://leetcode.com/problems/subarrays-with-k-different-integers/,278531,426499,No
Broken Calculator,Medium,https://leetcode.com/problems/broken-calculator/,109372,198868,No
Satisfiability of Equality Equations,Medium,https://leetcode.com/problems/satisfiability-of-equality-equations/,144136,283246,No
Add to Array-Form of Integer,Easy,https://leetcode.com/problems/add-to-array-form-of-integer/,294439,654519,No
Smallest String Starting From Leaf,Medium,https://leetcode.com/problems/smallest-string-starting-from-leaf/,204241,336423,No
Vertical Order Traversal of a Binary Tree,Hard,https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/,560890,1108016,No
Interval List Intersections,Medium,https://leetcode.com/problems/interval-list-intersections/,496547,684732,No
Sum of Even Numbers After Queries,Medium,https://leetcode.com/problems/sum-of-even-numbers-after-queries/,146768,214525,No
String Without AAA or BBB,Medium,https://leetcode.com/problems/string-without-aaa-or-bbb/,53948,121620,No
Minimum Cost For Tickets,Medium,https://leetcode.com/problems/minimum-cost-for-tickets/,422854,627346,No
Triples with Bitwise AND Equal To Zero,Hard,https://leetcode.com/problems/triples-with-bitwise-and-equal-to-zero/,21287,36014,No
Time Based Key-Value Store,Medium,https://leetcode.com/problems/time-based-key-value-store/,563837,1141785,No
Unique Paths III,Hard,https://leetcode.com/problems/unique-paths-iii/,225119,273719,No
Distribute Coins in Binary Tree,Medium,https://leetcode.com/problems/distribute-coins-in-binary-tree/,209040,271016,No
Longest Turbulent Subarray,Medium,https://leetcode.com/problems/longest-turbulent-subarray/,117121,244890,No
Squares of a Sorted Array,Easy,https://leetcode.com/problems/squares-of-a-sorted-array/,2160077,2954373,No
Largest Perimeter Triangle,Easy,https://leetcode.com/problems/largest-perimeter-triangle/,268941,471032,No
Odd Even Jump,Hard,https://leetcode.com/problems/odd-even-jump/,95328,234791,No
Subarray Sums Divisible by K,Medium,https://leetcode.com/problems/subarray-sums-divisible-by-k/,394717,710553,No
K Closest Points to Origin,Medium,https://leetcode.com/problems/k-closest-points-to-origin/,1459018,2156407,No
Fibonacci Number,Easy,https://leetcode.com/problems/fibonacci-number/,2312337,3182928,No
Equal Rational Numbers,Hard,https://leetcode.com/problems/equal-rational-numbers/,8562,19264,No
Flip Binary Tree To Match Preorder Traversal,Medium,https://leetcode.com/problems/flip-binary-tree-to-match-preorder-traversal/,45225,88840,No
Powerful Integers,Medium,https://leetcode.com/problems/powerful-integers/,58557,133335,No
Pancake Sorting,Medium,https://leetcode.com/problems/pancake-sorting/,103856,146219,No
Binary Tree Cameras,Hard,https://leetcode.com/problems/binary-tree-cameras/,158032,336026,No
Numbers With Same Consecutive Differences,Medium,https://leetcode.com/problems/numbers-with-same-consecutive-differences/,143908,245606,No
Vowel Spellchecker,Medium,https://leetcode.com/problems/vowel-spellchecker/,45026,87432,No
Univalued Binary Tree,Easy,https://leetcode.com/problems/univalued-binary-tree/,244503,340158,No
Least Operators to Express Number,Hard,https://leetcode.com/problems/least-operators-to-express-number/,11266,23271,No
Minimum Area Rectangle II,Medium,https://leetcode.com/problems/minimum-area-rectangle-ii/,32266,58273,No
Maximum Width Ramp,Medium,https://leetcode.com/problems/maximum-width-ramp/,189119,340005,No
N-Repeated Element in Size 2N Array,Easy,https://leetcode.com/problems/n-repeated-element-in-size-2n-array/,258593,334422,No
Delete Columns to Make Sorted III,Hard,https://leetcode.com/problems/delete-columns-to-make-sorted-iii/,16460,28207,No
Regions Cut By Slashes,Medium,https://leetcode.com/problems/regions-cut-by-slashes/,142753,183832,No
Check Completeness of a Binary Tree,Medium,https://leetcode.com/problems/check-completeness-of-a-binary-tree/,280117,482048,No
Prison Cells After N Days,Medium,https://leetcode.com/problems/prison-cells-after-n-days/,168083,431521,No
Tallest Billboard,Hard,https://leetcode.com/problems/tallest-billboard/,63599,122497,No
Delete Columns to Make Sorted II,Medium,https://leetcode.com/problems/delete-columns-to-make-sorted-ii/,22190,62572,No
Array of Doubled Pairs,Medium,https://leetcode.com/problems/array-of-doubled-pairs/,95758,243480,No
Verifying an Alien Dictionary,Easy,https://leetcode.com/problems/verifying-an-alien-dictionary/,546303,984778,No
Largest Component Size by Common Factor,Hard,https://leetcode.com/problems/largest-component-size-by-common-factor/,58374,142345,No
Flip Equivalent Binary Trees,Medium,https://leetcode.com/problems/flip-equivalent-binary-trees/,253592,363762,No
Reveal Cards In Increasing Order,Medium,https://leetcode.com/problems/reveal-cards-in-increasing-order/,213174,256314,No
Largest Time for Given Digits,Medium,https://leetcode.com/problems/largest-time-for-given-digits/,95314,268847,No
Bag of Tokens,Medium,https://leetcode.com/problems/bag-of-tokens/,244612,413979,No
Most Stones Removed with Same Row or Column,Medium,https://leetcode.com/problems/most-stones-removed-with-same-row-or-column/,332646,535620,No
Validate Stack Sequences,Medium,https://leetcode.com/problems/validate-stack-sequences/,336047,482902,No
Minimum Increment to Make Array Unique,Medium,https://leetcode.com/problems/minimum-increment-to-make-array-unique/,251880,418259,No
Delete Columns to Make Sorted,Easy,https://leetcode.com/problems/delete-columns-to-make-sorted/,203506,272392,No
Find the Shortest Superstring,Hard,https://leetcode.com/problems/find-the-shortest-superstring/,31676,71774,No
DI String Match,Easy,https://leetcode.com/problems/di-string-match/,180025,225662,No
Valid Mountain Array,Easy,https://leetcode.com/problems/valid-mountain-array/,479716,1414909,No
Distinct Subsequences II,Hard,https://leetcode.com/problems/distinct-subsequences-ii/,44873,103328,No
Minimum Area Rectangle,Medium,https://leetcode.com/problems/minimum-area-rectangle/,164591,300064,No
Range Sum of BST,Easy,https://leetcode.com/problems/range-sum-of-bst/,1218379,1394420,No
Reorder Data in Log Files,Medium,https://leetcode.com/problems/reorder-data-in-log-files/,389505,686949,No
Stamping The Sequence,Hard,https://leetcode.com/problems/stamping-the-sequence/,61036,98648,No
Knight Dialer,Medium,https://leetcode.com/problems/knight-dialer/,187582,307612,No
Shortest Bridge,Medium,https://leetcode.com/problems/shortest-bridge/,237061,406038,No
Number of Recent Calls,Easy,https://leetcode.com/problems/number-of-recent-calls/,382611,495377,No
Beautiful Array,Medium,https://leetcode.com/problems/beautiful-array/,49457,74043,No
Minimum Falling Path Sum,Medium,https://leetcode.com/problems/minimum-falling-path-sum/,530771,858032,No
Binary Subarrays With Sum,Medium,https://leetcode.com/problems/binary-subarrays-with-sum/,343679,526364,No
Unique Email Addresses,Easy,https://leetcode.com/problems/unique-email-addresses/,532777,789369,No
Minimize Malware Spread II,Hard,https://leetcode.com/problems/minimize-malware-spread-ii/,26047,58600,No
Three Equal Parts,Hard,https://leetcode.com/problems/three-equal-parts/,32668,80505,No
Flip String to Monotone Increasing,Medium,https://leetcode.com/problems/flip-string-to-monotone-increasing/,203388,330437,No
Long Pressed Name,Easy,https://leetcode.com/problems/long-pressed-name/,164896,508383,No
Minimize Malware Spread,Hard,https://leetcode.com/problems/minimize-malware-spread/,62141,147236,No
3Sum With Multiplicity,Medium,https://leetcode.com/problems/3sum-with-multiplicity/,111080,243011,No
Sort Array By Parity II,Easy,https://leetcode.com/problems/sort-array-by-parity-ii/,290691,409753,No
Minimum Add to Make Parentheses Valid,Medium,https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/,591890,792556,No
Number of Music Playlists,Hard,https://leetcode.com/problems/number-of-music-playlists/,73821,123086,No
Complete Binary Tree Inserter,Medium,https://leetcode.com/problems/complete-binary-tree-inserter/,60663,91545,No
Maximum Sum Circular Subarray,Medium,https://leetcode.com/problems/maximum-sum-circular-subarray/,325937,692495,No
Reverse Only Letters,Easy,https://leetcode.com/problems/reverse-only-letters/,264268,397255,No
Word Subsets,Medium,https://leetcode.com/problems/word-subsets/,254813,457985,No
Partition Array into Disjoint Intervals,Medium,https://leetcode.com/problems/partition-array-into-disjoint-intervals/,90380,184655,No
X of a Kind in a Deck of Cards,Easy,https://leetcode.com/problems/x-of-a-kind-in-a-deck-of-cards/,137762,461747,No
Cat and Mouse,Hard,https://leetcode.com/problems/cat-and-mouse/,22462,66091,No
Sort an Array,Medium,https://leetcode.com/problems/sort-an-array/,886517,1556293,No
Online Election,Medium,https://leetcode.com/problems/online-election/,67315,128237,No
Smallest Range II,Medium,https://leetcode.com/problems/smallest-range-ii/,60170,162744,No
Snakes and Ladders,Medium,https://leetcode.com/problems/snakes-and-ladders/,241173,547539,No
Smallest Range I,Easy,https://leetcode.com/problems/smallest-range-i/,104568,146120,No
Sum of Subarray Minimums,Medium,https://leetcode.com/problems/sum-of-subarray-minimums/,326223,872400,No
Super Palindromes,Hard,https://leetcode.com/problems/super-palindromes/,26168,66819,No
Sort Array By Parity,Easy,https://leetcode.com/problems/sort-array-by-parity/,890973,1168207,No
Fruit Into Baskets,Medium,https://leetcode.com/problems/fruit-into-baskets/,494485,1080398,No
Valid Permutations for DI Sequence,Hard,https://leetcode.com/problems/valid-permutations-for-di-sequence/,18012,31717,No
Numbers At Most N Given Digit Set,Hard,https://leetcode.com/problems/numbers-at-most-n-given-digit-set/,48057,111421,No
Online Stock Span,Medium,https://leetcode.com/problems/online-stock-span/,426574,633847,No
RLE Iterator,Medium,https://leetcode.com/problems/rle-iterator/,79480,132995,No
Orderly Queue,Hard,https://leetcode.com/problems/orderly-queue/,75580,114312,No
Bitwise ORs of Subarrays,Medium,https://leetcode.com/problems/bitwise-ors-of-subarrays/,41950,103858,No
Increasing Order Search Tree,Easy,https://leetcode.com/problems/increasing-order-search-tree/,308780,392982,No
Monotonic Array,Easy,https://leetcode.com/problems/monotonic-array/,497686,808490,No
Maximum Frequency Stack,Hard,https://leetcode.com/problems/maximum-frequency-stack/,193963,290670,No
All Possible Full Binary Trees,Medium,https://leetcode.com/problems/all-possible-full-binary-trees/,197970,239385,No
Groups of Special-Equivalent Strings,Medium,https://leetcode.com/problems/groups-of-special-equivalent-strings/,54084,74487,No
Surface Area of 3D Shapes,Easy,https://leetcode.com/problems/surface-area-of-3d-shapes/,46098,68123,No
Sum of Subsequence Widths,Hard,https://leetcode.com/problems/sum-of-subsequence-widths/,23699,61277,No
Find and Replace Pattern,Medium,https://leetcode.com/problems/find-and-replace-pattern/,199906,260287,No
Construct Binary Tree from Preorder and Postorder Traversal,Medium,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal/,201787,258909,No
Fair Candy Swap,Easy,https://leetcode.com/problems/fair-candy-swap/,142787,226808,No
Super Egg Drop,Hard,https://leetcode.com/problems/super-egg-drop/,83097,291878,No
Possible Bipartition,Medium,https://leetcode.com/problems/possible-bipartition/,232513,453652,No
Spiral Matrix III,Medium,https://leetcode.com/problems/spiral-matrix-iii/,164954,195304,No
Uncommon Words from Two Sentences,Easy,https://leetcode.com/problems/uncommon-words-from-two-sentences/,310952,413046,No
Projection Area of 3D Shapes,Easy,https://leetcode.com/problems/projection-area-of-3d-shapes/,63801,86408,No
Reachable Nodes In Subdivided Graph,Hard,https://leetcode.com/problems/reachable-nodes-in-subdivided-graph/,31835,62786,No
Boats to Save People,Medium,https://leetcode.com/problems/boats-to-save-people/,464367,773881,No
Decoded String at Index,Medium,https://leetcode.com/problems/decoded-string-at-index/,101484,277342,No
Generate Random Point in a Circle,Medium,https://leetcode.com/problems/generate-random-point-in-a-circle/,45290,111354,No
Random Point in Non-overlapping Rectangles,Medium,https://leetcode.com/problems/random-point-in-non-overlapping-rectangles/,45926,113521,No
Random Flip Matrix,Medium,https://leetcode.com/problems/random-flip-matrix/,25086,57998,No
Random Pick with Weight,Medium,https://leetcode.com/problems/random-pick-with-weight/,591349,1224313,No
Profitable Schemes,Hard,https://leetcode.com/problems/profitable-schemes/,69220,144195,No
Nth Magical Number,Hard,https://leetcode.com/problems/nth-magical-number/,43881,122952,No
Stone Game,Medium,https://leetcode.com/problems/stone-game/,278404,389611,No
Middle of the Linked List,Easy,https://leetcode.com/problems/middle-of-the-linked-list/,2382553,2969190,No
Koko Eating Bananas,Medium,https://leetcode.com/problems/koko-eating-bananas/,1029744,2104222,No
Walking Robot Simulation,Medium,https://leetcode.com/problems/walking-robot-simulation/,160701,276451,No
Length of Longest Fibonacci Subsequence,Medium,https://leetcode.com/problems/length-of-longest-fibonacci-subsequence/,180372,312896,No
Leaf-Similar Trees,Easy,https://leetcode.com/problems/leaf-similar-trees/,585974,836432,No
Implement Rand10() Using Rand7(),Medium,https://leetcode.com/problems/implement-rand10-using-rand7/,94683,206444,No
Minimum Number of Refueling Stops,Hard,https://leetcode.com/problems/minimum-number-of-refueling-stops/,149220,369123,No
Advantage Shuffle,Medium,https://leetcode.com/problems/advantage-shuffle/,73197,137648,No
Reordered Power of 2,Medium,https://leetcode.com/problems/reordered-power-of-2/,117754,189399,No
Binary Gap,Easy,https://leetcode.com/problems/binary-gap/,93249,145262,No
Transpose Matrix,Easy,https://leetcode.com/problems/transpose-matrix/,475745,644216,No
Prime Palindrome,Medium,https://leetcode.com/problems/prime-palindrome/,39480,148438,No
Smallest Subtree with all the Deepest Nodes,Medium,https://leetcode.com/problems/smallest-subtree-with-all-the-deepest-nodes/,154613,215854,No
Shortest Path to Get All Keys,Hard,https://leetcode.com/problems/shortest-path-to-get-all-keys/,83364,155425,No
Random Pick with Blacklist,Hard,https://leetcode.com/problems/random-pick-with-blacklist/,46833,138831,No
All Nodes Distance K in Binary Tree,Medium,https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/,552892,838008,No
Shortest Subarray with Sum at Least K,Hard,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/,185461,576369,No
Score After Flipping Matrix,Medium,https://leetcode.com/problems/score-after-flipping-matrix/,155302,193594,No
Lemonade Change,Easy,https://leetcode.com/problems/lemonade-change/,430279,737665,No
Buddy Strings,Easy,https://leetcode.com/problems/buddy-strings/,269258,802304,No
Mirror Reflection,Medium,https://leetcode.com/problems/mirror-reflection/,82900,133615,No
Minimum Cost to Hire K Workers,Hard,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,148225,233728,No
Score of Parentheses,Medium,https://leetcode.com/problems/score-of-parentheses/,203265,318781,No
Exam Room,Medium,https://leetcode.com/problems/exam-room/,66482,152386,No
K-Similar Strings,Hard,https://leetcode.com/problems/k-similar-strings/,49628,123981,No
Car Fleet,Medium,https://leetcode.com/problems/car-fleet/,356515,671537,No
Peak Index in a Mountain Array,Medium,https://leetcode.com/problems/peak-index-in-a-mountain-array/,972435,1435946,No
Loud and Rich,Medium,https://leetcode.com/problems/loud-and-rich/,58954,96607,No
Rectangle Area II,Hard,https://leetcode.com/problems/rectangle-area-ii/,37935,69687,No
Maximize Distance to Closest Person,Medium,https://leetcode.com/problems/maximize-distance-to-closest-person/,250837,514290,No
Shifting Letters,Medium,https://leetcode.com/problems/shifting-letters/,115854,255338,No
Shortest Path Visiting All Nodes,Hard,https://leetcode.com/problems/shortest-path-visiting-all-nodes/,133019,203516,No
Hand of Straights,Medium,https://leetcode.com/problems/hand-of-straights/,358580,630239,No
Longest Mountain in Array,Medium,https://leetcode.com/problems/longest-mountain-in-array/,154845,378226,No
Backspace String Compare,Easy,https://leetcode.com/problems/backspace-string-compare/,921898,1865224,No
Guess the Word,Hard,https://leetcode.com/problems/guess-the-word/,156548,413077,No
Split Array into Fibonacci Sequence,Medium,https://leetcode.com/problems/split-array-into-fibonacci-sequence/,42934,108542,No
Keys and Rooms,Medium,https://leetcode.com/problems/keys-and-rooms/,558982,751783,No
Magic Squares In Grid,Medium,https://leetcode.com/problems/magic-squares-in-grid/,146837,284961,No
Similar String Groups,Hard,https://leetcode.com/problems/similar-string-groups/,129299,234251,No
Push Dominoes,Medium,https://leetcode.com/problems/push-dominoes/,130555,227689,No
New 21 Game,Medium,https://leetcode.com/problems/new-21-game/,80370,179391,No
Rectangle Overlap,Easy,https://leetcode.com/problems/rectangle-overlap/,162433,356483,No
Image Overlap,Medium,https://leetcode.com/problems/image-overlap/,99017,155458,No
Sum of Distances in Tree,Hard,https://leetcode.com/problems/sum-of-distances-in-tree/,166877,255683,No
Find And Replace in String,Medium,https://leetcode.com/problems/find-and-replace-in-string/,158185,307470,No
Flipping an Image,Easy,https://leetcode.com/problems/flipping-an-image/,485916,586778,No
Design Circular Queue,Medium,https://leetcode.com/problems/design-circular-queue/,373612,712491,No
Design Circular Deque,Medium,https://leetcode.com/problems/design-circular-deque/,172917,267859,No
Masking Personal Information,Medium,https://leetcode.com/problems/masking-personal-information/,22857,45503,No
Positions of Large Groups,Easy,https://leetcode.com/problems/positions-of-large-groups/,106175,201189,No
Consecutive Numbers Sum,Hard,https://leetcode.com/problems/consecutive-numbers-sum/,93186,222226,No
Count Unique Characters of All Substrings of a Given String,Hard,https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/,77487,147017,No
Making A Large Island,Hard,https://leetcode.com/problems/making-a-large-island/,326096,600399,No
Most Profit Assigning Work,Medium,https://leetcode.com/problems/most-profit-assigning-work/,223824,400693,No
Friends Of Appropriate Ages,Medium,https://leetcode.com/problems/friends-of-appropriate-ages/,109873,225055,No
Goat Latin,Easy,https://leetcode.com/problems/goat-latin/,211552,305758,No
Binary Trees With Factors,Medium,https://leetcode.com/problems/binary-trees-with-factors/,153719,290531,No
Card Flipping Game,Medium,https://leetcode.com/problems/card-flipping-game/,21969,45759,No
Shortest Distance to a Character,Easy,https://leetcode.com/problems/shortest-distance-to-a-character/,208682,289631,No
Short Encoding of Words,Medium,https://leetcode.com/problems/short-encoding-of-words/,100163,165511,No
Design Linked List,Medium,https://leetcode.com/problems/design-linked-list/,396966,1371393,No
Most Common Word,Easy,https://leetcode.com/problems/most-common-word/,401784,902879,No
Race Car,Hard,https://leetcode.com/problems/race-car/,95837,217798,No
Linked List Components,Medium,https://leetcode.com/problems/linked-list-components/,108129,189258,No
Ambiguous Coordinates,Medium,https://leetcode.com/problems/ambiguous-coordinates/,32081,57531,No
Bus Routes,Hard,https://leetcode.com/problems/bus-routes/,235324,500712,No
Binary Tree Pruning,Medium,https://leetcode.com/problems/binary-tree-pruning/,265214,366726,No
Largest Sum of Averages,Medium,https://leetcode.com/problems/largest-sum-of-averages/,59134,109637,No
Largest Triangle Area,Easy,https://leetcode.com/problems/largest-triangle-area/,61676,99862,No
Subdomain Visit Count,Medium,https://leetcode.com/problems/subdomain-visit-count/,245617,319994,No
Chalkboard XOR Game,Hard,https://leetcode.com/problems/chalkboard-xor-game/,14328,23012,No
Expressive Words,Medium,https://leetcode.com/problems/expressive-words/,125690,271384,No
Soup Servings,Medium,https://leetcode.com/problems/soup-servings/,71103,133381,No
Max Increase to Keep City Skyline,Medium,https://leetcode.com/problems/max-increase-to-keep-city-skyline/,175105,203219,No
Number of Lines To Write String,Easy,https://leetcode.com/problems/number-of-lines-to-write-string/,95164,135331,No
Split Array With Same Average,Hard,https://leetcode.com/problems/split-array-with-same-average/,40526,156624,No
Unique Morse Code Words,Easy,https://leetcode.com/problems/unique-morse-code-words/,377905,454388,No
Bricks Falling When Hit,Hard,https://leetcode.com/problems/bricks-falling-when-hit/,32803,92756,No
Find Eventual Safe States,Medium,https://leetcode.com/problems/find-eventual-safe-states/,431678,634055,No
Minimum Swaps To Make Sequences Increasing,Hard,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/,87873,216407,No
Design HashMap,Easy,https://leetcode.com/problems/design-hashmap/,654241,995842,No
Design HashSet,Easy,https://leetcode.com/problems/design-hashset/,481416,715216,No
Champagne Tower,Medium,https://leetcode.com/problems/champagne-tower/,161266,277008,No
Smallest Rotation with Highest Score,Hard,https://leetcode.com/problems/smallest-rotation-with-highest-score/,15667,30196,No
All Paths From Source to Target,Medium,https://leetcode.com/problems/all-paths-from-source-to-target/,593850,715682,No
Rotate String,Easy,https://leetcode.com/problems/rotate-string/,586215,920913,No
Number of Subarrays with Bounded Maximum,Medium,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/,77685,144875,No
Valid Tic-Tac-Toe State,Medium,https://leetcode.com/problems/valid-tic-tac-toe-state/,62559,180769,No
Preimage Size of Factorial Zeroes Function,Hard,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function/,21112,46377,No
Number of Matching Subsequences,Medium,https://leetcode.com/problems/number-of-matching-subsequences/,246198,485671,No
Custom Sort String,Medium,https://leetcode.com/problems/custom-sort-string/,515986,718573,No
Domino and Tromino Tiling,Medium,https://leetcode.com/problems/domino-and-tromino-tiling/,169907,350269,No
Escape The Ghosts,Medium,https://leetcode.com/problems/escape-the-ghosts/,33549,53734,No
Rotated Digits,Medium,https://leetcode.com/problems/rotated-digits/,116714,206895,No
Cheapest Flights Within K Stops,Medium,https://leetcode.com/problems/cheapest-flights-within-k-stops/,699949,1743646,No
K-th Smallest Prime Fraction,Medium,https://leetcode.com/problems/k-th-smallest-prime-fraction/,158390,231500,No
Is Graph Bipartite?,Medium,https://leetcode.com/problems/is-graph-bipartite/,689980,1203869,No
Letter Case Permutation,Medium,https://leetcode.com/problems/letter-case-permutation/,330241,441117,No
Minimum Distance Between BST Nodes,Easy,https://leetcode.com/problems/minimum-distance-between-bst-nodes/,282088,468987,No
Transform to Chessboard,Hard,https://leetcode.com/problems/transform-to-chessboard/,19371,38412,No
Rabbits in Forest,Medium,https://leetcode.com/problems/rabbits-in-forest/,69027,131124,No
Reaching Points,Hard,https://leetcode.com/problems/reaching-points/,73949,220603,No
K-th Symbol in Grammar,Medium,https://leetcode.com/problems/k-th-symbol-in-grammar/,227634,482087,No
Swim in Rising Water,Hard,https://leetcode.com/problems/swim-in-rising-water/,209881,336626,No
Swap Adjacent in LR String,Medium,https://leetcode.com/problems/swap-adjacent-in-lr-string/,84988,227162,No
Binary Search,Easy,https://leetcode.com/problems/binary-search/,3055185,5155626,No
Global and Local Inversions,Medium,https://leetcode.com/problems/global-and-local-inversions/,80613,190667,No
Kth Largest Element in a Stream,Easy,https://leetcode.com/problems/kth-largest-element-in-a-stream/,791932,1325301,No
Sliding Puzzle,Hard,https://leetcode.com/problems/sliding-puzzle/,175906,240872,No
Insert into a Binary Search Tree,Medium,https://leetcode.com/problems/insert-into-a-binary-search-tree/,667336,908111,No
Search in a Binary Search Tree,Easy,https://leetcode.com/problems/search-in-a-binary-search-tree/,1110479,1364129,No
Jewels and Stones,Easy,https://leetcode.com/problems/jewels-and-stones/,1198210,1344390,No
Basic Calculator IV,Hard,https://leetcode.com/problems/basic-calculator-iv/,12109,22166,No
Max Chunks To Make Sorted,Medium,https://leetcode.com/problems/max-chunks-to-make-sorted/,217484,339971,No
Max Chunks To Make Sorted II,Hard,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/,76281,141272,No
Reorganize String,Medium,https://leetcode.com/problems/reorganize-string/,491884,879753,No
Toeplitz Matrix,Easy,https://leetcode.com/problems/toeplitz-matrix/,394683,567805,No
N-ary Tree Postorder Traversal,Easy,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,394391,489454,No
N-ary Tree Preorder Traversal,Easy,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,459990,604629,No
Maximum Depth of N-ary Tree,Easy,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/,316001,434133,No
Logical OR of Two Binary Grids Represented as Quad-Trees,Medium,https://leetcode.com/problems/logical-or-of-two-binary-grids-represented-as-quad-trees/,16558,33048,No
Construct Quad Tree,Medium,https://leetcode.com/problems/construct-quad-tree/,157209,204815,No
Couples Holding Hands,Hard,https://leetcode.com/problems/couples-holding-hands/,71055,122148,No
Largest Plus Sign,Medium,https://leetcode.com/problems/largest-plus-sign/,63365,130744,No
Partition Labels,Medium,https://leetcode.com/problems/partition-labels/,699466,859104,No
Prime Number of Set Bits in Binary Representation,Easy,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/,113418,160569,No
Flatten a Multilevel Doubly Linked List,Medium,https://leetcode.com/problems/flatten-a-multilevel-doubly-linked-list/,367222,601598,No
N-ary Tree Level Order Traversal,Medium,https://leetcode.com/problems/n-ary-tree-level-order-traversal/,334469,469919,No
Special Binary String,Hard,https://leetcode.com/problems/special-binary-string/,22355,35475,No
Set Intersection Size At Least Two,Hard,https://leetcode.com/problems/set-intersection-size-at-least-two/,26193,58262,No
